author,authordescription,authorfavouritecount,authorfollowercount,authorfriendcount,authorid,authorimageurl,authorlang,authorlocation,authorname,authortimezone,authorurl,body,deviceinfo,docid,doclatitude,doclongitude,isretweet,referenceauthor,referenceauthorid,publisheddatetime,publisheddatetimestr,tags,listoflinks,mentionedusernames,mentionedusers,retweetcount
chandrasanaka,"Born in Bapatla.The Only reason here for @Pawankalyan.Believer in Janasena and @PawanKalyan.
Change, If NOT Now, Then Never!!!",1414,51,18,131451027,http://pbs.twimg.com/profile_images/1037295024671735809/kH8XpimQ_normal.jpg,en,USA,Chandra Sanaka,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360801E18,,,1,,,1851474930,"2 September, 2018 2:35:30 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Vejjuvejju278,"Forever pk fan,
watched pk on 13-8-2018,
interested in pk politics,
waiting for change,
yadh bavam tadh bavati",1115,74,56,8.684435E17,http://pbs.twimg.com/profile_images/1034425880683016192/LXi8napw_normal.jpg,en,,pkcult-9394022222,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360801E18,,,1,,,1851474926,"2 September, 2018 2:35:26 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
DasPSPK,"????? (?) ??????? ?????????....
?????????? (?) POWERSTAR FAN ??? ?",8803,3340,836,2945870404,http://pbs.twimg.com/profile_images/1034709534013456384/dJkCKKvt_normal.jpg,en,India,???????? ? ??? ?,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.03608E18,,,1,,,1851474904,"2 September, 2018 2:35:04 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Pawanismguy,Indian Pawankalyan Janasena.,45215,178,476,7.564623E17,http://pbs.twimg.com/profile_images/1037476713809076225/bloM1Gf4_normal.jpg,en,Nolan world,?????????? ????????,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.03608E18,,,1,,,1851474903,"2 September, 2018 2:35:03 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Lokesh111734263,,3,4,2,1.0359172E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Lokesh1,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.03608E18,,,1,,,1851474894,"2 September, 2018 2:34:54 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Sanju02679459,,986,2,80,9.5382335E17,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Sanju,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360799E18,,,1,,,1851474882,"2 September, 2018 2:34:42 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Chandra211108,,16,0,10,1.0358699E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Chandrakanth,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360799E18,,,1,,,1851474881,"2 September, 2018 2:34:41 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
viswanath0203,,31,2,3,7.0253223E17,http://pbs.twimg.com/profile_images/1035867160990679042/LSabHqaj_normal.jpg,en,,vicky naidu,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360799E18,,,1,,,1851474880,"2 September, 2018 2:34:40 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
PspkFans8,,12,10,21,1.035901E18,http://pbs.twimg.com/profile_images/1036178332511961088/4RpPO81m_normal.jpg,en,,Pspk Fans,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360799E18,,,1,,,1851474879,"2 September, 2018 2:34:39 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
UmThiru,,215,107,142,8.897061E17,http://pbs.twimg.com/profile_images/1034432917160644609/Ffh6u51v_normal.jpg,en,,um thiru,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360799E18,,,1,,,1851474870,"2 September, 2018 2:34:30 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Manoharsantosh6,,58,3,14,1.035742E18,http://pbs.twimg.com/profile_images/1035743711009726464/mJdHwMyV_normal.jpg,en,"Hyderabad, India",Manoharsantosh,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360799E18,,,1,,,1851474866,"2 September, 2018 2:34:26 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Mhn65885070,,0,1,11,1.0358751E18,http://pbs.twimg.com/profile_images/1036217719845089280/4-pHiWAc_normal.jpg,en,,Möhãn,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360799E18,,,1,,,1851474863,"2 September, 2018 2:34:23 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
manipk11,Masterminds for CA,19,24,142,4240932854,http://pbs.twimg.com/profile_images/1035699600970010624/hhgicTN7_normal.jpg,en,visakhapatanam,manipk,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1.0360799E18,,,1,,,1851474860,"2 September, 2018 2:34:20 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Supriya22437328,Follower of PSPK,4,5,5,1.0346784E18,http://pbs.twimg.com/profile_images/1034679112994975744/r-L6lXmy_normal.jpg,en,"???????, ????",Supriya,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360798E18,,,1,,,1851474859,"2 September, 2018 2:34:19 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
DemandsAp,,359,31,27,9.601411E17,http://pbs.twimg.com/profile_images/1034436441730899968/8Cn-EQbm_normal.jpg,en,,??? ???? ??????,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360798E18,,,1,,,1851474850,"2 September, 2018 2:34:10 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
chinnu38876662,Fan of pspk,795,6,141,9.8770438E17,http://pbs.twimg.com/profile_images/987911184878788608/8Y8gGkE1_normal.jpg,en,Vijayawada,chinnu,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360798E18,,,1,,,1851474840,"2 September, 2018 2:34:00 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
raghavendraada1,"Fan of pawan kalyan
Student of sastra
Mech department 
Joyful on july 16
Never talkative to girls",20,7,27,1.0322417E18,http://pbs.twimg.com/profile_images/1035869052642705408/L9iM5Sjw_normal.jpg,en,"???????, ????",raghavendra adabala,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360798E18,,,1,,,1851474840,"2 September, 2018 2:34:00 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
NaiduUrs,,3,0,4,1.0360759E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Urs Rahul Naidu,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360798E18,,,1,,,1851474840,"2 September, 2018 2:34:00 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
sairam0421,,35,6,31,3229310592,http://pbs.twimg.com/profile_images/1035954106513281024/8oy_wo4v_normal.jpg,en,,sai ram,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360798E18,,,1,,,1851474838,"2 September, 2018 2:33:58 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Ajay04060544,,7,5,2,1.0358651E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Ajay,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360797E18,,,1,,,1851474827,"2 September, 2018 2:33:47 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
RSunakri,,1,1,80,1.0358695E18,http://pbs.twimg.com/profile_images/1036097767683149826/cZVUaKu7_normal.jpg,en,,Ramu Sunakri,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360797E18,,,1,,,1851474825,"2 September, 2018 2:33:45 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Saiharinadh1,,264,7,9,8.6923717E17,http://pbs.twimg.com/profile_images/1015620031613263872/eJIM6Kil_normal.jpg,en,"Darsi, India",harinadh2709,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360797E18,,,1,,,1851474821,"2 September, 2018 2:33:41 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
AdabalaVinay,"Indian??....I Care For Our Motherland??
Jai Hindh!!???????
Janasenaparty ???",6939,41,68,1966448881,http://pbs.twimg.com/profile_images/1034432320634343424/BrPhwVw0_normal.jpg,en,,Vinay Adabala | 9394022222,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474809,"2 September, 2018 2:33:29 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Phanind72307517,,6,4,22,9.0384221E17,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Phanindra,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474808,"2 September, 2018 2:33:28 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Shankar_DHFPK,Pspk cult,310,10,2,1.0359154E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,#AP,Shankar,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474806,"2 September, 2018 2:33:26 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Naveenkumarroy6,student,378,7,127,2508097212,http://pbs.twimg.com/profile_images/950944107945340929/THvuXOPU_normal.jpg,en,"madakasira,A.P",Naveen kumar royal,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474803,"2 September, 2018 2:33:23 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Rampspkcult3,,2,4,11,1.0357449E18,http://pbs.twimg.com/profile_images/1035745678868148224/jAVi64XJ_normal.jpg,en,"Macherla, India",Ram,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474796,"2 September, 2018 2:33:16 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
SrinivasPatrun1,To difficult to understand me,7,0,5,9.1612611E17,http://pbs.twimg.com/profile_images/916132083382214657/pKuSsGPx_normal.jpg,en,Visakhapatnam,Srinivas Patruni,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474793,"2 September, 2018 2:33:13 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
satyagolla6666,we are what our thoughts have made us ; so take care about what you think. words are secondary. thoughts live ; they travel far.,1481,30,340,8.4201878E17,http://pbs.twimg.com/profile_images/967403396692000768/TT3EUyOM_normal.jpg,en,"Hyderabad, India",@satyagolla,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474793,"2 September, 2018 2:33:13 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
jchandr50735045,die hard fan of pawan kalyan,25,8,59,1.0355439E18,http://pbs.twimg.com/profile_images/1035545879552253953/IWF8sbn0_normal.jpg,en,,j.chandra sekhar,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474793,"2 September, 2018 2:33:13 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
ashok_apex,"My God is Power star Pawan Kalyan, my ism is Pawanism , am a Jana Sena Soldier and my LIFE Belongs to Pawan Kalyan.. .Love you Anna ?",850,22,35,802425276,http://pbs.twimg.com/profile_images/1035874844162682883/MkDG5AJu_normal.jpg,en,,????? ??l??? ??t?? | 9394022222,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360796E18,,,1,,,1851474789,"2 September, 2018 2:33:09 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Sarath1111111,,72608,1009,728,7.7442254E17,http://pbs.twimg.com/profile_images/1036668386397188098/AKDAsDY5_normal.jpg,en,"Chennai, India",sarath,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360795E18,,,1,,,1851474788,"2 September, 2018 2:33:08 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
SumithVirat,"#If you are bad than I'm your dad
#Good bad boy?
#Late ni8 parties
#Virat kohli devotee?
#Rcbian for life
#Hard core pk and cherry fan",30,11,27,1.0344844E18,http://pbs.twimg.com/profile_images/1034485890347724801/CLFDYox7_normal.jpg,en,,Sumith ViRat,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360795E18,,,1,,,1851474787,"2 September, 2018 2:33:07 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
ranga1088,?,35,5,101,7.7237215E17,http://pbs.twimg.com/profile_images/1037240247782789120/KHjSzO-I_normal.jpg,en,"Hyderabad, India",ranga1088,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360795E18,,,1,,,1851474783,"2 September, 2018 2:33:03 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Prabhakarj18,Die hard fan of Pawan Kalyan,273,7,228,1.0340923E18,http://pbs.twimg.com/profile_images/1034467767200763905/CmGzdbmd_normal.jpg,en,Kingdom of Saudi Arabia,Prabhakar j,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360795E18,,,1,,,1851474782,"2 September, 2018 2:33:02 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
RithikaRithu9,,22,14,4,1.0159034E18,http://pbs.twimg.com/profile_images/1015908251643367424/Yqkb5ljD_normal.jpg,en,,Rithika Rithu,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360795E18,,,1,,,1851474781,"2 September, 2018 2:33:01 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
koradanaveen832,,1702,18,195,9.9637985E17,http://pbs.twimg.com/profile_images/1036553068953788416/wSE4NOEH_normal.jpg,en,"Vizianagaram, India",Korada Naveen Kumar,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360795E18,,,1,,,1851474780,"2 September, 2018 2:33:00 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
LPspkfan,,0,4,1,1.0360742E18,http://pbs.twimg.com/profile_images/1036077693618380801/6LLwJjH4_normal.jpg,en,,Lucky Pspkfan,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360795E18,,,1,,,1851474777,"2 September, 2018 2:32:57 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
arelly_rajesh,,80,6,230,9.7066988E17,http://pbs.twimg.com/profile_images/1035918829434560512/awMDFV5v_normal.jpg,en,Jammikunta,Arelly Rajesh,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360795E18,,,1,,,1851474766,"2 September, 2018 2:32:46 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
VenkateshMerla2,,150,2,2,1.0355748E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Venkatesh Merla,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474763,"2 September, 2018 2:32:43 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Janasenapspk1,,252,12,51,1.0342945E18,http://pbs.twimg.com/profile_images/1034449328939532288/2MP2NUyk_normal.jpg,en,,Vijay,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474762,"2 September, 2018 2:32:42 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
sachink94113983,Janasenani ???????,2086,20,109,1.0218125E18,http://pbs.twimg.com/profile_images/1037323173610569729/FA4VkE2p_normal.jpg,en,"Andhra Pradesh, India",sachin kalyan,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0360794E18,,,1,,,1851474762,"2 September, 2018 2:32:42 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
varu_pspk_msd,i am big devotee of power star pawan kalyan and every breathe i follow pawan kalyan,8818,227,404,9.4805444E17,http://pbs.twimg.com/profile_images/1038977987956301824/eCWpkMwU_normal.jpg,en,hy,varun pawanism,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474761,"2 September, 2018 2:32:41 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
Ramisettygopin2,,14,1,7,1.0359721E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Ramisettygopinadhnaidu,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474760,"2 September, 2018 2:32:40 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
bvijaybhasker07,,58764,232,62,2955056552,http://pbs.twimg.com/profile_images/1034435373374496768/kxf8Jgt9_normal.jpg,en,hyderabad,Vijay Bhasker,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474759,"2 September, 2018 2:32:39 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
VilasRe22794601,"INDIAN
PAWANSIM
MSD",1295,8,86,1.0358773E18,http://pbs.twimg.com/profile_images/1037192724729028608/PktQfaau_normal.jpg,en,"Hyderabad, India",Vikas Reddy,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474755,"2 September, 2018 2:32:35 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
satyana70557806,,67,11,45,4549168212,http://pbs.twimg.com/profile_images/1035966197500506112/efGl7QPD_normal.jpg,en,,satyanarayana panja,,,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474753,"2 September, 2018 2:32:33 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
abdul_muzeeb,jai ajithism jai pawanism,74939,514,643,306200252,http://pbs.twimg.com/profile_images/1036796257828667392/8x8ReQrV_normal.jpg,en,"Vijayawada, India",AK PK,,https://t.co/7IDoW8iFLm,"RT @Manasena_: Majestic walk with #Arjunreddy bgm?
#HBDJanaSenaniPawanKalyan https://t.co/SZ0qgc5zSZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0360794E18,,,1,,,1851474750,"2 September, 2018 2:32:30 AM GMT",Arjunreddy;HBDJanaSenaniPawanKalyan,,Anjali ? PSPK fan,Manasena_,213
